course name,instructor,course description,course dates,seats left,Schedule,delivery,repeatable,Gened type,Waitlist,meeting times,location,meeting days,final exam time,final exam date,final exam location
"""GERM 5980-001 -Research for Master's Thesis"",",Joseph Sullivan,"Variable enrollment, two to nine hours; maximum credit applicable toward degree, four hours. (F, Sp)",May 12 - Aug 1,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 20,None,No Wait List,Times not available,Location not available,Days not available,,,
"""GERM 5980-002 -Research for Master's Thesis"",",Robert Lemon,"Variable enrollment, two to nine hours; maximum credit applicable toward degree, four hours. (F, Sp)",May 12 - Aug 1,1 out of 1,Thesis/Dissertation,Traditional In-Person,Times: 20,None,No Wait List,Times not available,Location not available,Days not available,,,
"""GERM 5990-001 -Independent Studies"",",Robert Lemon,"1 to 3 hours. Prerequisite: graduate standing, permission of instructor. May be repeated; maximum credit 12 hours. Independent reading on one or more topics under the general direction of a faculty member. (F, Sp, Su)",May 12 - Aug 1,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 12,None,No Wait List,Times not available,Location not available,Days not available,,,
"""GIS 3440-001 -Mentored Research Experience"",",TBD,"0 to 3 hours. Prerequisites: ENGL 1113 or equivalent, and permission of instructor. May be repeated; maximum credit 12 hours. For the inquisitive student to apply the scholarly processes of the discipline to a research or creative project under the mentorship of a faculty member. Student and instructor should complete an Undergraduate Research & Creative Projects (URCP) Mentoring Agreement and file it with the URCP office. Not for honors credit. (F, Sp, Su)",May 12 - Aug 1,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 12,None,No Wait List,Times not available,Location not available,Days not available,,,
"""GIS 4200-001 -Internship in Geoinformatics"",",Yanhua Xie,"1 to 6 hours. Prerequisite: junior standing and permission of instructor. May be repeated; maximum credit six hours. Provides career training experience whereby students may apply geoinformatics skills and further develop professional capabilities in a realistic setting. Students will be assigned to private industry, government agencies or educational institutions on an individual basis and report on their experience to the instructor. (F, Sp, Su)",May 12 - Aug 1,5 out of 5,Internship,Traditional In-Person,"Times: 2, Max Hours: 6",None,No Wait List,Times not available,Location not available,Days not available,,,
"""GIS 5990-001 -Independent Study"",",TBD,1 to 3 hours. Prerequisite: Graduate standing and permission of instructor. May be repeated; maximum credit nine hours. Contracted independent study for a topic not currently offered in regularly scheduled courses. Independent study may include library and/or laboratory research and field projects. (Irreg.),May 12 - Aug 1,1 out of 1,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not available,Location not available,Days not available,,,
"""GPHY 3440-001 -Mentored Research Experience"",",Heather Bedle,"0 to 3 hours. Prerequisites: ENGL 1113 or equivalent, and permission of instructor. May be repeated; maximum credit 12 hours. For the inquisitive student to apply the scholarly processes of the discipline to a research or creative project under the mentorship of a faculty member. Student and instructor should complete an Undergraduate Research & Creative Projects (URCP) Mentoring Agreement and file it with the URCP office. Not for honors credit. (F, Sp, Su)",May 12 - Aug 1,2 out of 2,Independent Study,Traditional In-Person,Max Hours: 12,None,No Wait List,Times not available,Location not available,Days not available,,,
"""GPHY 3440-002 -Mentored Research Experience"",",Junle Jiang,"0 to 3 hours. Prerequisites: ENGL 1113 or equivalent, and permission of instructor. May be repeated; maximum credit 12 hours. For the inquisitive student to apply the scholarly processes of the discipline to a research or creative project under the mentorship of a faculty member. Student and instructor should complete an Undergraduate Research & Creative Projects (URCP) Mentoring Agreement and file it with the URCP office. Not for honors credit. (F, Sp, Su)",May 12 - Aug 1,1 out of 1,Independent Study,Traditional In-Person,Max Hours: 12,None,No Wait List,Times not available,Location not available,Days not available,,,
"""GPHY 5980-001 -Research for Master's Thesis"",",Heather Bedle,"Variable enrollment, two to nine hours; maximum applicable toward degree, four hours. (F, Sp, Su)",May 12 - Aug 1,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 20,None,No Wait List,Times not available,Location not available,Days not available,,,
"""GPHY 5980-002 -Research for Master's Thesis"",",Junle Jiang,"Variable enrollment, two to nine hours; maximum applicable toward degree, four hours. (F, Sp, Su)",May 12 - Aug 1,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 20,None,No Wait List,Times not available,Location not available,Days not available,,,
"""GPHY 5990-001 -Practicum- Schlumberger"",",Heather Bedle,"1 to 3 hours. Prerequisite: permission. May be repeated; maximum credit nine hours. Advanced special studies in geophysical problems. May include directed reading in geophysics, fieldwork, laboratory research or preparation of reports. (F, Sp, Su)",May 12 - Aug 1,1 out of 1,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not available,Location not available,Days not available,,,
"""GPHY 5990-002 -Practicum-WSB"",",Heather Bedle,"1 to 3 hours. Prerequisite: permission. May be repeated; maximum credit nine hours. Advanced special studies in geophysical problems. May include directed reading in geophysics, fieldwork, laboratory research or preparation of reports. (F, Sp, Su)",May 12 - Aug 1,1 out of 1,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not available,Location not available,Days not available,,,
"""GPHY 5990-003 -Practicum - Battelle"",",Brett Carpenter,"1 to 3 hours. Prerequisite: permission. May be repeated; maximum credit nine hours. Advanced special studies in geophysical problems. May include directed reading in geophysics, fieldwork, laboratory research or preparation of reports. (F, Sp, Su)",May 12 - Aug 1,1 out of 1,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not available,Location not available,Days not available,,,
"""GPHY 5990-004 -Practicum-OXY"",",Heather Bedle,"1 to 3 hours. Prerequisite: permission. May be repeated; maximum credit nine hours. Advanced special studies in geophysical problems. May include directed reading in geophysics, fieldwork, laboratory research or preparation of reports. (F, Sp, Su)",May 12 - Aug 1,1 out of 1,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not available,Location not available,Days not available,,,
"""GPHY 6950-001 -Research"",",Junle Jiang,"1 to 4 hours. Prerequisite: graduate standing and permission of faculty supervisor. May be repeated with change of content; maximum credit 12 hours. Individual research in various areas of geophysics. (F, Sp, Su)",May 12 - Aug 1,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 12,None,No Wait List,Times not available,Location not available,Days not available,,,
"""GPHY 6980-001 -Research Doctoral Dissertation"",",Heather Bedle,"2 to 16 hours. Prerequisite: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",May 12 - Aug 1,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not available,Location not available,Days not available,,,
"""GPHY 6980-002 -Research Doctoral Dissertation"",",Brett Carpenter,"2 to 16 hours. Prerequisite: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",May 12 - Aug 1,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not available,Location not available,Days not available,,,
"""GPHY 6980-003 -Research Doctoral Dissertation"",",Jacob Walter,"2 to 16 hours. Prerequisite: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",May 12 - Aug 1,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not available,Location not available,Days not available,,,
"""H R 5990-004 -Independent Study"",",Shannon Bert,"1 to 4 hours. Prerequisite: 5023 or equivalent and permission of instructor. May be repeated; maximum credit six hours. Individual investigation of special research topics in human relations. (F, Sp, Su)",May 12 - Aug 1,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not available,Location not available,Days not available,,,
"""H R 5990-005 -Independent Study"",",Zermarie Deacon,"1 to 4 hours. Prerequisite: 5023 or equivalent and permission of instructor. May be repeated; maximum credit six hours. Individual investigation of special research topics in human relations. (F, Sp, Su)",May 12 - Aug 1,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not available,Location not available,Days not available,,,
"""H R 5990-012 -Independent Study"",",Janette Habashi,"1 to 4 hours. Prerequisite: 5023 or equivalent and permission of instructor. May be repeated; maximum credit six hours. Individual investigation of special research topics in human relations. (F, Sp, Su)",May 12 - Aug 1,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not available,Location not available,Days not available,,,
"""H R 5990-014 -Independent Study"",",Wesley Long,"1 to 4 hours. Prerequisite: 5023 or equivalent and permission of instructor. May be repeated; maximum credit six hours. Individual investigation of special research topics in human relations. (F, Sp, Su)",May 12 - Aug 1,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not available,Location not available,Days not available,,,
"""H R 5990-980 -Independent Study"",",Jody Worley,"1 to 4 hours. Prerequisite: 5023 or equivalent and permission of instructor. May be repeated; maximum credit six hours. Individual investigation of special research topics in human relations. (F, Sp, Su)",May 12 - Jul 3,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not available,Location not available,Days not available,,,
"""HES 6980-002 -Research Doctoral Dissertation"",",Marshall Cheney,"2 to 12 hours. Prerequisite: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",May 12 - Aug 1,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not available,Location not available,Days not available,,,
"""HES 6980-003 -Research Doctoral Dissertation"",",Jeremy Kellawan,"2 to 12 hours. Prerequisite: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",May 12 - Aug 1,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not - SJ Sarkeys,Complex 112 Days not,"available""",,,
"""HES 6980-004 -Research Doctoral Dissertation"",",Rebecca Larson,"2 to 12 hours. Prerequisite: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",May 12 - Aug 1,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not available,Location not available,Days not available,,,
"""HES 6980-006 -Research Doctoral Dissertation"",",TBD,"2 to 12 hours. Prerequisite: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",May 12 - Aug 1,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not available,Location not available,Days not available,,,
"""HES 6980-008 -Research Doctoral Dissertation"",",TBD,"2 to 12 hours. Prerequisite: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",May 12 - Aug 1,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not - SJ Sarkeys,Complex 119 Days not,"available""",,,
"""HES 6990-001 -Independent Study"",",Jeong Kyu Lee,"1 to 3 hours. Prerequisite: master's degree and permission of instructor. May be repeated; maximum credit 12 hours. Supervised research for advanced graduate students on major projects with a faculty member. (F, Sp, Su)",May 12 - Aug 1,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 12,None,No Wait List,Times not available,Location not available,Days not available,,,
"""HES 6990-002 -Independent Study"",",Marshall Cheney,"1 to 3 hours. Prerequisite: master's degree and permission of instructor. May be repeated; maximum credit 12 hours. Supervised research for advanced graduate students on major projects with a faculty member. (F, Sp, Su)",May 12 - Aug 1,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 12,None,No Wait List,Times not - SJ Sarkeys,Complex 111 Days not,"available""",,,
"""HES 6990-003 -Independent Study"",",Jeremy Kellawan,"1 to 3 hours. Prerequisite: master's degree and permission of instructor. May be repeated; maximum credit 12 hours. Supervised research for advanced graduate students on major projects with a faculty member. (F, Sp, Su)",Jun 9 - Aug 1,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 12,None,No Wait List,Times not available,Location not available,Days not available,,,
"""HES 6990-004 -Independent Study"",",Rebecca Larson,"1 to 3 hours. Prerequisite: master's degree and permission of instructor. May be repeated; maximum credit 12 hours. Supervised research for advanced graduate students on major projects with a faculty member. (F, Sp, Su)",May 12 - Aug 1,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 12,None,No Wait List,Times not - SJ Sarkeys,Complex 118 Days not,"available""",,,
"""HES 6990-007 -Independent Study"",",Christopher Black,"1 to 3 hours. Prerequisite: master's degree and permission of instructor. May be repeated; maximum credit 12 hours. Supervised research for advanced graduate students on major projects with a faculty member. (F, Sp, Su)",May 12 - Aug 1,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 12,None,No Wait List,Times not available,Location not available,Days not available,,,
"""HIST 4950-001 -History Internship (SERV)"",",Raphael Folsom,"1 to 3 hours. Prerequisite: History major and junior standing, and permission of instructor. May be repeated; maximum credit six hours. Allows history majors to receive credit for qualifying internships appropriate to the subject. Students who complete the course engage in service learning that focuses on historical content. (F, Sp, Su)",May 12 - Aug 1,19 out of 20,Internship,Traditional In-Person,"Times: 5, Max Hours: 6",None,No Wait List,Times not available,Location not available,Days not available,,,
"""HIST 6560-001 -Japan Since 1850"",",Elyssa Faison,"1 to 4 hours. Prerequisite: permission of instructor; student must be at Ph.D. level. May be repeated with change of content; maximum credit 15 hours. Independent study in Asian history; designed to give students the opportunity to do intensive readings in his/her major fields of study under direct guidance of his/her advisory committee. (F, Sp, Su)",May 12 - Jul 3,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 15,None,No Wait List,Times not available,Location not available,Days not available,,,
"""HIST 6980-001 -Research Doctoral Dissertation"",",Anne Hyde,"2 to 16 hours. Prerequisite: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",May 12 - Aug 1,1 out of 1,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not available,Location not available,Days not available,,,
"""HIST 6980-002 -Research Doctoral Dissertation"",",Jennifer Holland,"2 to 16 hours. Prerequisite: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",May 12 - Aug 1,1 out of 1,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not available,Location not available,Days not available,,,
"""HON 3980-008 -Honors Research (HONORS)"",",Carolyn Morgan,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of content; maximum credit six hours. Will provide an opportunity for the gifted Honors candidate to work at a special project under the guidance of a professor in the student's field. (F, Sp, Su)",May 12 - Aug 1,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not available,Location not available,Days not available,,,
"""World Culture General Education HON 3993-100 -Migrant Literatures"",",Zeynep Aydogdu,Prerequisite: admission to and good standing in Honors College Curriculum. May be repeated with change in course topic. An interdepartmental course involving two or more instructors from different departments. (Sp),May 12 - Jun 6,17 out of 22,Lecture,Traditional In-Person,"Times: 4, Max Hours: 12",World Culture,0 Waiting,10:30 am - 12:45 pm,Cate Center One 101,"MTWRF""",,,
"""HSTM 5980-003 -Research for Master's Thesis"",",Rienk Vermij,"2 to 9 hours. Variable enrollment, two to nine hours; maximum credit applicable toward degree, four hours. (F, Sp, Su)",May 12 - Aug 1,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 20,None,No Wait List,Times not available,Location not available,Days not available,,,
"""HSTM 6980-008 -Research Doctoral Dissertation"",",Kathleen Crowther,"2 to 16 hours. Prerequisite: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",May 12 - Aug 1,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not available,Location not available,Days not available,,,
"""I D 4263-001 -Fallingwater Studio in Res."",",TBD,"Travel is required. Contact instructor for details.  (Slashlisted with I D 5263) Prerequisite: Majors in the Gibbs College of Architecture with sophomore standing or by approval of the professor leading the program. This intensive seven-day immersive program provides students with an in-depth, studio-based experience at Fallingwater in Pennsylvania. It includes tours and individual exploration of the house, educational lectures and discussions, and studio exercises crafted to deepen students' understanding of Frank Lloyd Wright's design and its influence on Bruce Goff. No student may earn credit for both 4263 and 5263. (Su)",May 12 - May 17,6 out of 6,Lecture,Traditional In-Person,Not Repeatable,None,No Wait List,Times not available,Location not available,Days not available,,,
"""I D 4823-995 -Design for Independent Living"",",Ye Ji Yi,"(Slashlisted with I D 5823) Prerequisite: Senior standing. Students will be introduced to aging in place design and universal design that supports safe, comfortable and independent living for users as they age in their residential setting. The course will focus on design determinants, design implications of spatial relationships, scale and function, residential building codes, and design programming as they relate to aging in place homes. No student may earn credit for both 4823 and 5823. (Sp)",May 12 - Jun 6,16 out of 17,Lecture,Asynchronous Online,Not Repeatable,None,No Wait List,Times not - Online Days,not,"available""",,,
"""I D 4940-001 -Field Work"",",Elizabeth Pober,"1 to 3 hours. Prerequisite: permission of instructor. Field study related to the student's major in a position approved by the instructor. One hour credit per 120 hours of field work or equivalent. Documentation and evaluation is required. (F, Sp, Su)",May 12 - Aug 1,5 out of 5,Internship,Traditional In-Person,Max Hours: 3,None,No Wait List,Times not available,Location not available,Days not available,,,
"""I D 5263-001 -Fallingwater Studio in Res."",",TBD,"Travel is required. Contact instructor for details.  (Slashlisted with I D 4263) Prerequisite: Graduate standing in the Gibbs College of Architecture or by approval of the professor leading the program. This intensive seven-day immersive program provides students with an in-depth, studio-based experience at Fallingwater in Pennsylvania. It includes tours and individual exploration of the house, educational lectures and discussions, and studio exercises crafted to deepen students' understanding of Frank Lloyd Wright's design and its influence on Bruce Goff. No student may earn credit for both 4263 and 5263. (Su)",May 12 - May 17,6 out of 6,Lecture,Traditional In-Person,Not Repeatable,None,No Wait List,Times not available,Location not available,Days not available,,,
"""I D 5823-995 -Design for Independent Living"",",Ye Ji Yi,"(Slashlisted with ID 4823) Prerequisite: Graduate standing. Students will be introduced to aging in place design and universal design that supports safe, comfortable and independent living for users as they age in their residential setting. The course will focus on design determinants, design implications of spatial relationships, scale and function, residential building codes, and design programming as they relate to aging in place homes. No student may earn credit for both 4823 and 5823. (Sp)",May 12 - Jun 6,4 out of 4,Lecture,Asynchronous Online,Not Repeatable,None,0 Waiting,Times not - Online Days,not,"available""",,,
"""I D 5940-001 -field Work"",",Elizabeth Pober,"Prerequisite: Graduate standing in College of Architecture or permission of instructor. Field study related to the student's interest in architectural lighting approved by graduate liaison. One credit hour per 120 hours of fieldwork or equivalent. Documentation and evaluation required. (F, Sp, Su)",May 12 - Aug 1,5 out of 5,Field Study,Traditional In-Person,Max Hours: 3,None,No Wait List,Times not available,Location not available,Days not available,,,
"""I D 5980-001 -Research for Master's Thesis"",",Suchismita Bhattacharjee,"2 to 6 hours. Prerequisite: Permission of director/graduate coordinator. Variable enrollment, two to six hours; maximum credit applicable toward degree, 6 hours. (F, Sp)",May 12 - Aug 1,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 20,None,No Wait List,Times not available,Location not available,Days not available,,,
"""IAS 5912-999 -Global Economic Turbulence"",",Shad Satterthwaite,"Prerequisite: Graduate standing or permission of instructor. This is one of three core courses in the MAGA program focused on aspects of global turbulence. This course explores sources of turbulence in the global economy and their consequences -- from the increasing global diffusion of economic power, to the volatility produced by free movement of large amounts of capital around the world. We will begin by examining shifts in the global distribution of economic power. We also will consider the 2008-9 global financial crisis, the aftermath of which continues to have dramatic consequences across governments and international organizations worldwide. (Irreg)",Jun 9 - Jul 3,7 out of 20,Lecture,Asynchronous Online,Not Repeatable,None,No Wait List,Times not - Online Days,not,"available""",,,
"""IAS 5913-001 -Intl Studies Internship"",",Mark Raymond,"Prerequisite: graduate standing or permission of instructor. Students receive academic credit for internship work with an internationally oriented public or private organization. Internship credit requires an element of reflection, research, and writing about the work undertaken, and can strongly enhance the internship opportunity and improve a student's ability to articulate knowledgeably the requirements, benefits and lessons of work in the public or non-profit sector. (Irreg.)",May 12 - Aug 1,5 out of 5,Internship,Traditional In-Person,Not Repeatable,None,No Wait List,Times not available,Location not available,Days not available,,,
"""IAS 5913-002 -Intl Studies Internship"",",Jonathan Stalling,"Prerequisite: graduate standing or permission of instructor. Students receive academic credit for internship work with an internationally oriented public or private organization. Internship credit requires an element of reflection, research, and writing about the work undertaken, and can strongly enhance the internship opportunity and improve a student's ability to articulate knowledgeably the requirements, benefits and lessons of work in the public or non-profit sector. (Irreg.)",Jun 9 - Aug 1,5 out of 5,Internship,Traditional In-Person,Not Repeatable,None,No Wait List,Times not available,Location not available,Days not available,,,
"""IAS 5923-001 -Intl Studies Policy Exercise"",",TBD,Prerequisite: graduate standing or permission of instructor. Policy exercise offers students the option of a Capstone project that demands the integration of skills developed in the MAIS program core. Each semester the faculty will develop a policy exercise based on a contemporary global problem. Students will be responsible for gathering extensive evidence and analyses bearing on the problem at hand from a variety of perspectives. (Irreg.),May 12 - Aug 1,5 out of 5,Independent Study,Traditional In-Person,Not Repeatable,None,No Wait List,Times not available,Location not available,Days not available,,,
"""IAS 5940-025 -Peace & Conflict-S. Caucasus"",",Hannah Chapman and Rachel Schwartz,"1 to 4 hours. Prerequisite: graduate standing or permission of instructor. May be repeated with change of content; maximum credit nine hours. Analysis of one or several selected topics in international studies, international development, and/or international management. (Irreg.)",Jun 15 - Jun 22,3 out of 17,Study Abroad,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not - SBOU Georgia,Days not,"available""",,,
"""IAS 5940-999 -US-Arab Relations"",",Waleed Mahdi,"1 to 4 hours. Prerequisite: graduate standing or permission of instructor. May be repeated with change of content; maximum credit nine hours. Analysis of one or several selected topics in international studies, international development, and/or international management. (Irreg.)",May 12 - Jul 3,11 out of 20,Lecture,Asynchronous Online,Max Hours: 9,None,No Wait List,Times not - Online Days,not,"available""",,,
"""IAS 5960-002 -Directed Readings"",",Rebecca Cruise,"1 to 3 hours. Prerequisite: permission of instructor and graduate standing. May be repeated; maximum credit six hours. Directed individual readings on selected topics in international relations; international development, and international management. (F, Sp, Su)",Jun 9 - Aug 1,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not available,Location not available,Days not available,,,
"""IAS 5980-001 -Research for Master's Thesis"",",TBD,"2 to 6 hours. Prerequisite: permission of instructor and admission to M.A. in International Relations. May be repeated; maximum credit four hours. Directed individual research and writing on master's thesis. Student must be admitted to the M.A. in International Relations program. (F, Sp, Su)",May 12 - Aug 1,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 20,None,No Wait List,Times not available,Location not available,Days not available,,,
"""IAS 5980-002 -Research for Master's Thesis"",",TBD,"2 to 6 hours. Prerequisite: permission of instructor and admission to M.A. in International Relations. May be repeated; maximum credit four hours. Directed individual research and writing on master's thesis. Student must be admitted to the M.A. in International Relations program. (F, Sp, Su)",May 12 - Aug 1,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 20,None,No Wait List,Times not available,Location not available,Days not available,,,
"""IAS 5990-001 -Independent Study"",",Waleed Mahdi,"1 to 3 hours. Prerequisite: permission of instructor and graduate standing. May be repeated; maximum credit six hours. Directed individual work on topics in international relations, international development, and/or international management. (F, Sp, Su)",Jun 9 - Aug 1,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not available,Location not available,Days not available,,,
"""IAS 5990-002 -Independent Study"",",Rebecca Cruise,"1 to 3 hours. Prerequisite: permission of instructor and graduate standing. May be repeated; maximum credit six hours. Directed individual work on topics in international relations, international development, and/or international management. (F, Sp, Su)",May 12 - Aug 1,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not available,Location not available,Days not available,,,
"""IAS 5990-999 -Independent Study"",",TBD,"1 to 3 hours. Prerequisite: permission of instructor and graduate standing. May be repeated; maximum credit six hours. Directed individual work on topics in international relations, international development, and/or international management. (F, Sp, Su)",May 12 - Jun 27,5 out of 5,Independent Study,Asynchronous Online,Max Hours: 6,None,No Wait List,Times not - Online Days,not,"available""",,,
"""ILAC 4003-025 -Partnerships: Parents & Commun"",",Aiyana Henry,"Prerequisite: admission to Teacher Education program. Approaches for working with students, parents, guardians, and the community (both locally and globally) will be addressed. Primary content for the course includes: student, parental and community involvement in schools, interaction/communication skills, diversity of families, available resources, and emerging trends. Community involvement and non-traditional field experiences will also be an integral part of the course. (F, Sp)",May 12 - Jun 6,20 out of 20,Study Abroad,Traditional In-Person,Not Repeatable,None,0 Waiting,Times not - SBOU Arezzo,Italy (OUA) Days not,"available""",,,
"""ILAC 5003-200 -Models of Instruction"",",Neil Houser,"Prerequisite: completion of undergraduate teacher education. Students will study teaching models and their strategies intended to improve abilities to analyze student-teacher interactions and to increase teacher effectiveness as instructor and manager in a variety of educational situations. (F, Sp)",Jun 9 - Jul 3,2 out of 2,Lecture,Traditional In-Person,Not Repeatable,None,No Wait List,1:00 pm - 3:15 pm,Collings Hall 270,"MTWRF""",,,
"""ILAC 5960-001 -Directed Readings"",",Aiyana Henry,"1 to 4 hours. Prerequisite: 12 hours of education, approval of instructor, adviser and dean. May be repeated; maximum undergraduate credit eight hours; maximum graduate credit four hours. (Irreg.)",May 12 - Aug 1,2 out of 2,Independent Study,Traditional In-Person,Max Hours: 8,None,No Wait List,Times not available,Location not available,Days not available,,,
"""ILAC 5960-002 -Directed Readings"",",Heidi Torres,"1 to 4 hours. Prerequisite: 12 hours of education, approval of instructor, adviser and dean. May be repeated; maximum undergraduate credit eight hours; maximum graduate credit four hours. (Irreg.)",May 12 - Aug 1,1 out of 1,Independent Study,Traditional In-Person,Max Hours: 8,None,No Wait List,Times not available,Location not available,Days not available,,,
"""ILAC 5990-001 -Learning and Teaching"",",Neil Houser,1 to 4 hours. Prerequisite: graduate standing or permission by instructor. May be repeated with change of subject matter; maximum credit six hours. Contracted independent study for a topic not currently offered in regularly scheduled courses. Independent study may include library and/or laboratory research and field projects. (Irreg.),Jun 9 - Aug 1,1 out of 1,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not available,Location not available,Days not available,,,
"""ILAC 6960-980 -Directed Readings"",",Libby Ethridge,1 to 3 hours. Prerequisite: graduate standing or permission of instructor. May be repeated; maximum credit six hours. Directed readings and/or literature review under the direction of a faculty member. (Irreg.),May 12 - Jul 3,1 out of 1,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not available,Location not available,Days not available,,,
"""ILAC 6980-001 -Research Doctoral Dissertation"",",Stacy Reeder,"2 to 16 hours. Prerequisite: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. Maximum of 15 hours credit for the Ed.D. and 30 hours for the Ph.D. (F, Sp, Su)",Jun 9 - Aug 1,1 out of 1,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not available,Location not available,Days not available,,,
"""ILAC 6990-001 -Individual Study in Education"",",TBD,"1 to 4 hours. Prerequisite: 12 hours of education, graduate standing and permission of the instructor. May be repeated with change of subject matter; maximum credit eight hours. For advanced graduate students who need to study some problem or area not adequately covered in the organized courses, under the direction of a staff member in whose area of specialization the problem lies. (Irreg.)",May 12 - Aug 1,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 8,None,No Wait List,Times not available,Location not available,Days not available,,,
"""ISE 5990-006 -Special Studies"",",Charles Nicholson,"1 to 4 hours. Prerequisite: senior standing, permission. May be repeated; maximum credit six hours. (F, Sp, Su)",May 12 - Aug 1,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not available,Location not available,Days not available,,,
"""ISE 5990-007 -Special Studies"",",Shivakumar Raman,"1 to 4 hours. Prerequisite: senior standing, permission. May be repeated; maximum credit six hours. (F, Sp, Su)",May 12 - Aug 1,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not available,Location not available,Days not available,,,
"""ISE 5990-011 -Special Studies"",",Byeong-Min Roh,"1 to 4 hours. Prerequisite: senior standing, permission. May be repeated; maximum credit six hours. (F, Sp, Su)",May 12 - Aug 1,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not available,Location not available,Days not available,,,
