course name,instructor,course description,course dates,seats left,Schedule,delivery,repeatable,Gened type,Waitlist,meeting times,location,meeting days,final exam time,final exam date,final exam location
"""ISE 6990-023 -Special Studies"",",Mehdi Hemmati,"1 to 9 hours. Prerequisite: Graduate standing. May be repeated with change of content; maximum credit 9 hours. Special problems in the various fields of industrial and systems engineering. Special studies in data analytics, systems modeling and design, computational optimization, logistics and supply chain management, human-system integration, engineering education, advanced manufacturing, or biomedical manufacturing. In addition, students may need information relating to problem-specific disciplines such as weather, energy, sustainability, and psychology. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,"Times: 8, Max Hours: 9",None,No Wait List,Times not available,Location not available,Days not available,,,
"""ITAL 4990-003 -Independent Study"",",TBD,"1 to 3 hours. Prerequisite: one course in general area to be studied; permission of instructor and department. May be repeated; maximum credit six hours. Contracted independent study for topic not currently offered in regularly scheduled courses. (F, Sp)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not available,Location not available,Days not available,,,
"""JAPN 2013-001 -Intermediate Conversation"",",Keiko Shafer,"Prerequisite: JAPN 2113 or concurrent enrollment with JAPN 2113. Provides intensive training in listening and speaking in Japanese for students who have taken first year Japanese. Through a systematic review of grammar and vocabulary taught in 1000-level Japanese coursework, develops students' understanding of functional ability to understand and speak Japanese and introduces unique features of Japanese language and culture, including formal and casual speech levels in Japanese. (F, Sp)",Aug 19 - Dec 6,2 out of 16,Lecture,Traditional In-Person,Not Repeatable,None,0 Waiting,10:30 am - 11:45 am,Collings Hall 223,TR,8:00 am - 10:00 am,Dec 12,"Collings Hall 223 R"","
"""JAPN 2013-002 -Intermediate Conversation"",",Keiko Shafer,"Prerequisite: JAPN 2113 or concurrent enrollment with JAPN 2113. Provides intensive training in listening and speaking in Japanese for students who have taken first year Japanese. Through a systematic review of grammar and vocabulary taught in 1000-level Japanese coursework, develops students' understanding of functional ability to understand and speak Japanese and introduces unique features of Japanese language and culture, including formal and casual speech levels in Japanese. (F, Sp)",Aug 19 - Dec 6,5 out of 19,Lecture,Traditional In-Person,Not Repeatable,None,0 Waiting,1:30 pm - 2:45 pm,Carson Engr Ctr 119,TR,1:30 pm - 3:30 pm,Dec 10,"Carson Engr Ctr 119 T"","
"""JAPN 2113-001 -Intermediate Japanese"",",Shizuka Tatsuzawa,Prerequisite: 1225. Combination of basic Japanese grammar and vocabulary and their application to spoken and written Japanese. Laboratory (F),Aug 19 - Dec 6,2 out of 21,Lecture,Traditional In-Person,Not Repeatable,None,0 Waiting,9:00 am - 9:50 am,Bizzell Library 104,MWF,8:00 am - 10:00 am,Dec 10,"Bizzell Library 104 T"","
"""JAPN 2113-002 -Intermediate Japanese"",",Shizuka Tatsuzawa,Prerequisite: 1225. Combination of basic Japanese grammar and vocabulary and their application to spoken and written Japanese. Laboratory (F),Aug 19 - Dec 6,2 out of 21,Lecture,Traditional In-Person,Not Repeatable,None,0 Waiting,10:00 am - 10:50 am,Bizzell Library 104,MWF,8:00 am - 10:00 am,Dec 11,"Bizzell Library 104 W"","
"""JAPN 2223-001 -Intermediate Japanese (Cont)"",",Shizuka Tatsuzawa,"(Continued) Prerequisite: 2113. Develops control of the grammar, vocabulary and idioms of spoken Japanese and provides a thorough introduction to the Japanese writing system as well as some grammatical structures peculiar to written Japanese. Laboratory (Sp)",Aug 19 - Dec 6,9 out of 19,Lecture,Traditional In-Person,Not Repeatable,None,0 Waiting,12:00 pm - 12:50 pm,Bizzell Library 104,MWF,1:30 pm - 3:30 pm,Dec 12,"Bizzell Library 104 R"","
"""JAPN 3013-001 -Adv Japn Listen/Speak"",",Michiko Nakada,"Prerequisite: JAPN 2223 or concurrent enrollment in JAPN 2223. Designed to give intensive training in listening and speaking in Japanese for students who have successfully completed Japanese 2113. Develops students' understanding of functional ability of listening and speaking Japanese. Unique features of Japanese language and culture will be learned, including casual/polite speech, honorifics, giving-receiving verbs, a variety of new forms, such as transitive/intransitive, causative, passive, causative-passive forms. (F, Sp)",Aug 19 - Dec 6,9 out of 19,Lecture,Traditional In-Person,Not Repeatable,None,0 Waiting,9:00 am - 10:15 am,Burton Hall 201,TR,8:00 am - 10:00 am,Dec 9,"Burton Hall 201 M"","
"""JAPN 3113-001 -Advanced Japanese I"",",Aya Okada,"Prerequisite: JAPN 2223. Trains students in advanced Japanese language skills of speaking, listening, reading, and writing and introduces new grammatical forms, vocabularies and expressions. Prepares students to understand Japanese society. (F, Sp)",Aug 19 - Dec 6,5 out of 18,Lecture,Traditional In-Person,Not Repeatable,None,0 Waiting,2:00 pm - 2:50 pm,Kaufman Hall 231,MWF,4:30 pm - 6:30 pm,Dec 13,"Kaufman Hall 231 F"","
"""JAPN 3980-001 -Honors Research (HONORS)"",",Joshua Frydman,"1 to 3 hours. Prerequisite: Admission to Honors Program. May be repeated; maximum credit six hours. Will provide an opportunity for the gifted Honors candidate to work at a special project in the student's field. (F, Sp, Su)",Aug 19 - Dec 13,3 out of 3,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not available,Location not available,Days not available,4:30 pm - 6:30 pm,Dec 13,"Kaufman Hall 231 F"","
"""JAPN 3990-001 -Independent Study"",",Joshua Frydman,"1 to 3 hours. Prerequisite: 2223. May be repeated; maximum credit 12 hours. Contracted independent study for topic not currently offered in regularly scheduled courses. (F, Sp)",Aug 19 - Dec 13,3 out of 3,Independent Study,Traditional In-Person,Max Hours: 12,None,No Wait List,Times not - Kaufman Hall,225B Days not,"available""",,,
"""JAPN 4113-001 -Japanese Language & Society I"",",Rea Amit,"Prerequisite: JAPN 3223 or JAPN 4543. May be repeated with change of content; maximum credit six hours. Designed to develop the advanced-level proficiency in reading and writing. Authentic reading materials on various topics will be used in combination with discussions, and oral and written reports. Emphasis is placed on strengthening correct usage of grammar and increasing knowledge of Kanji and compound terms using expressions and idioms in Japanese. (F)",Aug 19 - Dec 6,5 out of 12,Lecture,Traditional In-Person,"Times: 1, Max Hours: 6",None,0 Waiting,3:00 pm - 4:15 pm,Physical Science Ctr 120,TR,4:30 pm - 6:30 pm,Dec 11,"Physical Science Ctr 120 W"","
"""JAPN 4543-001 -Intro to Classical Japanese"",",Joshua Frydman,"Prerequisite: JAPN 3223. Students will learn classical Japanese grammar, major Japanese literary texts, as well as Japanese customs in ancient Japan. (Sp)",Aug 19 - Dec 6,4 out of 10,Lecture,Traditional In-Person,Not Repeatable,None,0 Waiting,2:00 pm - 2:50 pm,Bizzell Library 104,MWF,4:30 pm - 6:30 pm,Dec 13,"Bizzell Library 104 F"","
"""JAPN 4990-001 -Independent Study"",",Joshua Frydman,"Prerequisite: junior standing and permission of instructor. May be repeated with change of content; maximum credit six hours. Contracted independent study on one or more topics not currently offered in regularly scheduled courses. Independent study may include library and/or laboratory research and field projects. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Kaufman Hall,225B Days not,"available""",4:30 pm - 6:30 pm,Dec 13,"Bizzell Library 104 F"","
"""JAPN 5990-001 -Independent Study"",",TBD,"Prerequisite: Graduate standing and permission of instructor. May be repeated with change of content; maximum credit 12 hours. Contracted independent study on one or more topics not currently offered in regularly scheduled courses. Independent study may include library and/or laboratory and field projects. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 12,None,No Wait List,Times not - Kaufman Hall,225B Days not,"available""",,,
"""JMC 6980-027 -Research Doctoral Dissertation"",",Ralph Beliveau,"2 to 12 hours. Prerequisite: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Aug 19 - Dec 13,4 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not available,Location not available,Days not available,,,
"""JMC 6980-028 -Research Doctoral Dissertation"",",Doyle Yoon,"2 to 12 hours. Prerequisite: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Aug 19 - Dec 13,4 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not available,Location not available,Days not available,,,
"""JMC 6980-029 -Research Doctoral Dissertation"",",Yekaterina Tsetsura,"2 to 12 hours. Prerequisite: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not available,Location not available,Days not available,,,
"""JMC 6980-030 -Research Doctoral Dissertation"",",Robert Kerr,"2 to 12 hours. Prerequisite: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Aug 19 - Dec 13,4 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not available,Location not available,Days not available,,,
"""JMC 6980-031 -Research Doctoral Dissertation"",",Joe Foote,"2 to 12 hours. Prerequisite: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not available,Location not available,Days not available,,,
"""JMC 6980-042 -Research Doctoral Dissertation"",",Elizabeth Steyn,"2 to 12 hours. Prerequisite: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not available,Location not available,Days not available,,,
"""JMC 6980-045 -Research Doctoral Dissertation"",",Jensen Moore,"2 to 12 hours. Prerequisite: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Aug 19 - Dec 13,4 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not available,Location not available,Days not available,,,
"""JMC 6980-046 -Research Doctoral Dissertation"",",Glenn Leshner,"2 to 12 hours. Prerequisite: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Aug 19 - Dec 13,1 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not available,Location not available,Days not available,,,
"""JMC 6980-047 -Research Doctoral Dissertation"",",Jeong-Nam Kim,"2 to 12 hours. Prerequisite: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Aug 19 - Dec 13,4 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not available,Location not available,Days not available,,,
"""JMC 6990-004 -Independent Study"",",TBD,"Prerequisite: Graduate standing and permission. May be repeated with change of content; maximum credit eight hours. An individual course of intensive study with the area and problem to be determined by the student and the instructor responsible for supervising the study. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 8,None,No Wait List,Times not available,Location not available,Days not available,,,
"""JMC 6990-005 -Independent Study"",",TBD,"Prerequisite: Graduate standing and permission. May be repeated with change of content; maximum credit eight hours. An individual course of intensive study with the area and problem to be determined by the student and the instructor responsible for supervising the study. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 8,None,No Wait List,Times not available,Location not available,Days not available,,,
"""JMC 6990-011 -Independent Study"",",David Craig,"Prerequisite: Graduate standing and permission. May be repeated with change of content; maximum credit eight hours. An individual course of intensive study with the area and problem to be determined by the student and the instructor responsible for supervising the study. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 8,None,No Wait List,Times not available,Location not available,Days not available,,,
"""JMC 6990-019 -Independent Study"",",TBD,"Prerequisite: Graduate standing and permission. May be repeated with change of content; maximum credit eight hours. An individual course of intensive study with the area and problem to be determined by the student and the instructor responsible for supervising the study. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 8,None,No Wait List,Times not available,Location not available,Days not available,,,
"""JMC 6990-022 -Independent Study"",",Jeong-Nam Kim,"Prerequisite: Graduate standing and permission. May be repeated with change of content; maximum credit eight hours. An individual course of intensive study with the area and problem to be determined by the student and the instructor responsible for supervising the study. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 8,None,No Wait List,Times not available,Location not available,Days not available,,,
"""JMC 6990-026 -Independent Study"",",Doyle Yoon,"Prerequisite: Graduate standing and permission. May be repeated with change of content; maximum credit eight hours. An individual course of intensive study with the area and problem to be determined by the student and the instructor responsible for supervising the study. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 8,None,No Wait List,Times not available,Location not available,Days not available,,,
"""JMC 6990-027 -Independent Study"",",Ralph Beliveau,"Prerequisite: Graduate standing and permission. May be repeated with change of content; maximum credit eight hours. An individual course of intensive study with the area and problem to be determined by the student and the instructor responsible for supervising the study. (F, Sp, Su)",Aug 19 - Dec 13,4 out of 5,Independent Study,Traditional In-Person,Max Hours: 8,None,No Wait List,Times not available,Location not available,Days not available,,,
"""JMC 6990-028 -Independent Study"",",TBD,"Prerequisite: Graduate standing and permission. May be repeated with change of content; maximum credit eight hours. An individual course of intensive study with the area and problem to be determined by the student and the instructor responsible for supervising the study. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 8,None,No Wait List,Times not available,Location not available,Days not available,,,
"""JMC 6990-032 -Independent Study"",",Robert Kerr,"Prerequisite: Graduate standing and permission. May be repeated with change of content; maximum credit eight hours. An individual course of intensive study with the area and problem to be determined by the student and the instructor responsible for supervising the study. (F, Sp, Su)",Aug 19 - Dec 13,4 out of 5,Independent Study,Traditional In-Person,Max Hours: 8,None,No Wait List,Times not available,Location not available,Days not available,,,
"""JMC 6990-042 -Independent Study"",",Elizabeth Steyn,"Prerequisite: Graduate standing and permission. May be repeated with change of content; maximum credit eight hours. An individual course of intensive study with the area and problem to be determined by the student and the instructor responsible for supervising the study. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 8,None,No Wait List,Times not available,Location not available,Days not available,,,
"""JMC 6990-044 -Independent Study"",",Glenn Leshner,"Prerequisite: Graduate standing and permission. May be repeated with change of content; maximum credit eight hours. An individual course of intensive study with the area and problem to be determined by the student and the instructor responsible for supervising the study. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 8,None,No Wait List,Times not available,Location not available,Days not available,,,
"""JMC 6990-047 -Independent Study"",",Julie Jones,"Prerequisite: Graduate standing and permission. May be repeated with change of content; maximum credit eight hours. An individual course of intensive study with the area and problem to be determined by the student and the instructor responsible for supervising the study. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 8,None,No Wait List,Times not available,Location not available,Days not available,,,
"""JMC 6990-048 -Independent Study"",",Mary Anna Evans,"Prerequisite: Graduate standing and permission. May be repeated with change of content; maximum credit eight hours. An individual course of intensive study with the area and problem to be determined by the student and the instructor responsible for supervising the study. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 8,None,No Wait List,Times not available,Location not available,Days not available,,,
"""JMC 6990-065 -Independent Study"",",Jensen Moore,"Prerequisite: Graduate standing and permission. May be repeated with change of content; maximum credit eight hours. An individual course of intensive study with the area and problem to be determined by the student and the instructor responsible for supervising the study. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 8,None,No Wait List,Times not available,Location not available,Days not available,,,
"""JRRE 3021-001 -Junior Recital"",",Valerie Watts,"Prerequisite: concurrent enrollment in 4020, during the junior year, permission of adviser and instructor. Preparation and performance of a public recital by students in the B.M. degree program. (F, Sp, Su)",Aug 19 - Dec 13,17 out of 20,Independent Study,Traditional In-Person,Not Repeatable,None,No Wait List,Times not - Catlett Music,Ctr 138 Days not,"available""",,,
"""KIOW 2733-001 -Intermediate Kiowa"",",Dane Poolaw,Prerequisite: 1723. A systematic review of the structure of the Kiowa language. Syntactic control and vocabulary expansion are emphasized. Conversational practice and traditional oral texts are used to develop proficiency. (F),Aug 19 - Dec 6,15 out of 24,Lecture,Traditional In-Person,Not Repeatable,None,0 Waiting,12:00 pm - 12:50 pm,Copeland Hall 246,MWF,1:30 pm - 3:30 pm,Dec 12,"Copeland Hall 246 R"","
"""L A 4613-001 -LA Computer Applications"",",Iman Moradi Naftchali and Fatemeh Zahra Momeni Afjedi,"(Slashlisted with L A 5613) Prerequisite: Junior standing or permission of instructor. A survey of computer applications common to the profession of landscape architecture including word processing, desktop publishing, computer image manipulation, computer-aided drafting, spreadsheets and databases with particular emphasis on computer image manipulation and computer-aided drafting. No student may earn credit for both 4613 and 5613. (F)",Aug 19 - Dec 6,23 out of 35,Lecture,Traditional In-Person,Not Repeatable,None,0 Waiting,12:00 pm - 1:15 pm,Gould Hall B0015,TR,1:30 pm - 3:30 pm,Dec 11,"Gould Hall B0015 W"","
"""L A 5243-001 -Land Arch Tech: Mats/Construct"",",Veronica Murphy,"Prerequisite: Graduate Standing. Technical requirements and design characteristics of landscape construction materials. Brick, concrete, asphalt, stone, wood, paving curbs, walls, steps, small structures, site furnishings, lighting, and basic construction documentation. (F)",Aug 19 - Dec 6,8 out of 15,Lecture,Traditional In-Person,Not Repeatable,None,No Wait List,12:00 pm - 1:15 pm,Gould Hall 325,TR,1:30 pm - 3:30 pm,Dec 11,"Gould Hall 325 W"","
"""L A 5343-001 -Land Arch Tech: Site Issues"",",Afsana Sharmin,"Prerequisite: Graduate Standing. Technical aspects of land and water interactions in site planning and landscape engineering. Introduction to contours, grading and earthwork; watershed and site drainage; horizontal and vertical curves; erosion control, and sedimentation. (Sp)",Aug 19 - Dec 6,3 out of 15,Lecture,Traditional In-Person,Not Repeatable,None,No Wait List,10:30 am - 11:45 am,Gould Hall 325,TR,8:00 am - 10:00 am,Dec 12,"Gould Hall 325 R"","
"""L A 5513-001 -Land Arch Drawing & Graphics"",",Leslie Palacios,"Prerequisite: Graduate Standing. Basic techniques for visual thinking/seeing and basic graphic techniques for two- and three-dimensional representation. Different methods of communication such as sketching, diagramming, plan, section and elevation drawing, rendering, one and two point perspective, and axonometric drawing for layout and composition. (F)",Aug 19 - Dec 6,6 out of 15,Lecture,Traditional In-Person,Not Repeatable,None,No Wait List,9:00 am - 10:15 am,Gould Hall 325,TR,8:00 am - 10:00 am,Dec 9,"Gould Hall 325 M"","
"""L A 5515-001 -L A Intro Graduate Studio I"",",Leslie Palacios,"Prerequisite: Graduate standing and departmental permission. Small-scale problems in landscape architecture with particular emphasis on principles and elements of design, design of individual sites, design as a process including communication of site analysis, design, development and final design proposals. (F)",Aug 19 - Dec 6,2 out of 15,Lecture/Lab Combined,Traditional In-Person,Not Repeatable,None,No Wait List,9:00 am - 1:30 pm,Gould Hall 325,MW,8:00 am - 10:00 am,Dec 10,"Gould Hall 325 T"","
"""L A 5535-001 -L A Interm Graduate Studio III"",",Afsana Sharmin,"Prerequisite: Graduate standing and L A 5525. Studio work concerned with park, recreation, and open space issues pertinent to contemporary needs. Subject matter may include park typologies and their design, recreation typologies, public education, greenways, scenic byways, eco-tourism, schools, art in the landscape, and community gardens. (F)",Aug 19 - Dec 6,7 out of 15,Lecture/Lab Combined,Traditional In-Person,Not Repeatable,None,No Wait List,1:00 pm - 5:30 pm,Gould Hall 325,MW,8:00 am - 10:00 am,Dec 13,"Gould Hall 325 F"","
"""L A 5923-001 -Planting Design"",",Veronica Murphy,"Prerequisite: LA 5713, graduate standing. An intensive lecture course emphasizing the use of plants in landscape architecture design. (F)",Aug 19 - Dec 6,6 out of 15,Lecture,Traditional In-Person,Not Repeatable,None,No Wait List,1:30 pm - 4:10 pm,Gould Hall 325,"T""",8:00 am - 10:00 am,Dec 13,"Gould Hall 325 F"","
"""L A 5940-002 -Field Work"",",Sarah Little,"1 to 4 hours. Prerequisite: 4515 and permission of instructor. Studies in landscape architecture not suited to the conventional classroom setting. (F, Sp)",Aug 19 - Dec 13,4 out of 5,Independent Study,Traditional In-Person,Max Hours: 4,None,No Wait List,Times not available,Location not available,Days not available,,,
"""L A 5940-004 -Field Work"",",TBD,"1 to 4 hours. Prerequisite: 4515 and permission of instructor. Studies in landscape architecture not suited to the conventional classroom setting. (F, Sp)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 4,None,No Wait List,Times not - Gould Hall,Days not,"available""",,,
"""L A 5940-005 -Field Work"",",TBD,"1 to 4 hours. Prerequisite: 4515 and permission of instructor. Studies in landscape architecture not suited to the conventional classroom setting. (F, Sp)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 4,None,No Wait List,Times not - Gould Hall,Days not,"available""",,,
"""L A 5950-001 -Graduate Project Proposal"",",Sarah Little,"2 to 4 hours. Prerequisite: graduate standing and permission of instructor. Proposal development for terminal graduate project in landscape architecture. (F, Sp)",Aug 19 - Dec 13,9 out of 15,Independent Study,Traditional In-Person,Max Hours: 4,None,No Wait List,Times not available,Location not available,Days not available,,,
"""L A 5960-001 -Directed Readings"",",TBD,"1 to 4 hours. Prerequisite: permission of instructor; May be repeated with change of content; maximum credit nine hours. Selected readings in landscape architecture. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 4,None,No Wait List,Times not available,Location not available,Days not available,,,
"""L A 6595-001 -Graduate Project"",",Sarah Little,Prerequisite: 6950 or permission of instructor. An approved individual project or thesis exploiting or integrating the student's specialization with landscape architecture. Laboratory (Sp),Aug 19 - Dec 13,3 out of 5,Thesis/Dissertation,Traditional In-Person,Not Repeatable,None,No Wait List,Times not available,Location not available,Days not available,,,
"""L A 6595-002 -Graduate Project"",",TBD,Prerequisite: 6950 or permission of instructor. An approved individual project or thesis exploiting or integrating the student's specialization with landscape architecture. Laboratory (Sp),Aug 19 - Dec 13,5 out of 5,Thesis/Dissertation,Traditional In-Person,Not Repeatable,None,No Wait List,Times not - Gould Hall,Days not,"available""",,,
"""L A 6595-003 -Graduate Project"",",TBD,Prerequisite: 6950 or permission of instructor. An approved individual project or thesis exploiting or integrating the student's specialization with landscape architecture. Laboratory (Sp),Aug 19 - Dec 13,5 out of 5,Thesis/Dissertation,Traditional In-Person,Not Repeatable,None,No Wait List,Times not available,Location not available,Days not available,,,
"""L A 6595-004 -Graduate Project"",",TBD,Prerequisite: 6950 or permission of instructor. An approved individual project or thesis exploiting or integrating the student's specialization with landscape architecture. Laboratory (Sp),Aug 19 - Dec 13,5 out of 5,Thesis/Dissertation,Traditional In-Person,Not Repeatable,None,No Wait List,Times not - Gould Hall,Days not,"available""",,,
"""L A 6990-001 -Graduate Special Studies"",",TBD,"1 to 6 hours. Prerequisite: graduate standing and permission of instructor; May be repeated with change of content; maximum credit 12 hours. Selected topics in landscape architecture. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Gould Hall,Days not,"available""",,,
"""L A 6990-002 -Graduate Special Studies"",",TBD,"1 to 6 hours. Prerequisite: graduate standing and permission of instructor; May be repeated with change of content; maximum credit 12 hours. Selected topics in landscape architecture. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Gould Hall,345 Days not,"available""",,,
"""L A 6990-004 -Graduate Special Studies"",",TBD,"1 to 6 hours. Prerequisite: graduate standing and permission of instructor; May be repeated with change of content; maximum credit 12 hours. Selected topics in landscape architecture. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Gould Hall,Days not,"available""",,,
"""L S 3323-003 -Legal Environment of Business"",",Traci Quick and Caleb Ferguson,"Prerequisite: Student must be approved for degree candidacy by Price College; ACCT 2123 or concurrent enrollment; MATH 1743 or MATH 1823 or MATH 1914 prerequisite. The legal environment of business organizations with ethical considerations and the social and political influences affecting such environments. (F, Sp, Su)",Aug 19 - Dec 6,2 out of 45,Lecture,Blended In-Person Asynchronous,Not Repeatable,None,0 Waiting,3:00 pm - 3:50 pm,Adams Hall 3107,MW,4:30 pm - 6:30 pm,Dec 12,"Adams Hall 3107 R"","
"""L S 3323-012 -Legal Environment of Business"",",Kristen Hilty and Caleb Ferguson,"LS COURSES ARE RESTRICTED TO STUDENTS WHO ARE FULLY ADMITTED TO THE COLLEGE OF BUSINESS. ALL OTHER STUDENTS MUST OBTAIN PERMISSION OF THE COLLEGE OF BUSINESS UNDERGRADUATE PROGRAMS OFFICE, ROOM 1010, PRICE HALL.  Prerequisite: Student must be approved for degree candidacy by Price College; ACCT 2123 or concurrent enrollment; MATH 1743 or MATH 1823 or MATH 1914 prerequisite. The legal environment of business organizations with ethical considerations and the social and political influences affecting such environments. (F, Sp, Su)",Aug 19 - Dec 6,1 out of 40,Lecture,Traditional In-Person,Not Repeatable,None,0 Waiting,6:30 pm - 9:20 pm,Adams Hall 255,"M""",4:30 pm - 6:30 pm,Dec 12,"Adams Hall 3107 R"","
"""L S 3323-014 -Legal Environment of Business"",",Sarah Lepak and Caleb Ferguson,"Prerequisite: Student must be approved for degree candidacy by Price College; ACCT 2123 or concurrent enrollment; MATH 1743 or MATH 1823 or MATH 1914 prerequisite. The legal environment of business organizations with ethical considerations and the social and political influences affecting such environments. (F, Sp, Su)",Aug 19 - Dec 6,2 out of 40,Lecture,Traditional In-Person,Not Repeatable,None,0 Waiting,9:00 am - 9:50 am,Michael,F,8:00 am - 10:00 am,Dec 10,"Michael F. Price Hall 3010 T"","
"""L S 3323-015 -Legal Environment of Business"",",Sarah Lepak and Caleb Ferguson,"Prerequisite: Student must be approved for degree candidacy by Price College; ACCT 2123 or concurrent enrollment; MATH 1743 or MATH 1823 or MATH 1914 prerequisite. The legal environment of business organizations with ethical considerations and the social and political influences affecting such environments. (F, Sp, Su)",Aug 19 - Dec 6,1 out of 40,Lecture,Traditional In-Person,Not Repeatable,None,0 Waiting,12:00 pm - 12:50 pm,Michael,F,1:30 pm - 3:30 pm,Dec 12,"Michael F. Price Hall 3010 R"","
"""L S 3323-016 -Legal Environment of Business"",",Nim Razook,"Prerequisite: Student must be approved for degree candidacy by Price College; ACCT 2123 or concurrent enrollment; MATH 1743 or MATH 1823 or MATH 1914 prerequisite. The legal environment of business organizations with ethical considerations and the social and political influences affecting such environments. (F, Sp, Su)",Aug 19 - Dec 6,3 out of 40,Lecture,Traditional In-Person,Not Repeatable,None,0 Waiting,4:30 pm - 5:45 pm,Adams Hall 3103,TR,4:30 pm - 6:30 pm,Dec 9,"Adams Hall 3103 M"","
