course name,instructor,course description,course dates,seats left,Schedule,delivery,repeatable,Gened type,Waitlist,meeting times,location,meeting days,final exam time,final exam date,final exam location
"""C S 4910-013 -Senior Reading and Research"",",Anindya Maiti,"1 to 3 hours. Prerequisite: senior standing, permission of instructor. May be repeated with change of subject matter; maximum credit six hours. Individually supervised reading and research in computing science for gifted seniors. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 4910-014 -Senior Reading and Research"",",Chao Lan,"1 to 3 hours. Prerequisite: senior standing, permission of instructor. May be repeated with change of subject matter; maximum credit six hours. Individually supervised reading and research in computing science for gifted seniors. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 4910-015 -Senior Reading and Research"",",Qi Cheng,"1 to 3 hours. Prerequisite: senior standing, permission of instructor. May be repeated with change of subject matter; maximum credit six hours. Individually supervised reading and research in computing science for gifted seniors. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 4910-016 -Senior Reading and Research"",",Golnaz Habibi,"1 to 3 hours. Prerequisite: senior standing, permission of instructor. May be repeated with change of subject matter; maximum credit six hours. Individually supervised reading and research in computing science for gifted seniors. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 4910-017 -Senior Reading and Research"",",Christopher Weaver,"1 to 3 hours. Prerequisite: senior standing, permission of instructor. May be repeated with change of subject matter; maximum credit six hours. Individually supervised reading and research in computing science for gifted seniors. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 4910-018 -Senior Reading and Research"",",Andrew Fagg,"1 to 3 hours. Prerequisite: senior standing, permission of instructor. May be repeated with change of subject matter; maximum credit six hours. Individually supervised reading and research in computing science for gifted seniors. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 4910-019 -Senior Reading and Research"",",Amy McGovern,"1 to 3 hours. Prerequisite: senior standing, permission of instructor. May be repeated with change of subject matter; maximum credit six hours. Individually supervised reading and research in computing science for gifted seniors. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 4910-023 -Senior Reading and Research"",",Richard Veras,"1 to 3 hours. Prerequisite: senior standing, permission of instructor. May be repeated with change of subject matter; maximum credit six hours. Individually supervised reading and research in computing science for gifted seniors. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not available,Location not available,Days not available,,,
"""C S 5033-001 -Machine Learning Fundamentals"",",Chao Lan,"(Slashlisted with C S 4033) Prerequisite: Graduate standing and C S 2413; C S 2813 or MATH 2513; MATH 4753 or ISE 3293 or MATH 4743; MATH 3333; and MATH 3113 or MATH 3413. Topics include decision trees, relational learning, neural networks, Bayesian learning, reinforcement learning, multiple-instance learning, feature selection, learning appropriate representations, clustering, and kernel methods. No student may earn credit for both 4033 and 5033. (F)",Aug 19 - Dec 6,3 out of 28,Lecture,Traditional In-Person,Not Repeatable,None,No Wait List,10:00 am - 10:50 am,Gould Hall 155,MWF,8:00 am - 10:00 am,Dec 11,"Gould Hall 155 W"","
"""C S 5093-001 -Visual Analytics"",",Christopher Weaver,"Prerequisite: permission of instructor. Exploration and analysis of complex information through visual interactive computational tools and techniques. Topics include analytic reasoning, sense-making, knowledge dissemination, data representation and transformation, visual abstraction, coordinated interaction, visual query languages, spatiotemporal visualization, and applications of visual analysis. (Sp)",Aug 19 - Dec 6,7 out of 20,Lecture,Traditional In-Person,Not Repeatable,None,No Wait List,4:30 pm - 5:45 pm,Sarkeys Energy Ctr P0207,TR,4:30 pm - 6:30 pm,Dec 9,"Sarkeys Energy Ctr P0207 M"","
"""C S 5113-001 -Distributed Operating Systems"",",Richard Veras,"(Slashlisted with C S 4113) Prerequisite: Graduate standing, C S 3113; and MATH 4753, ISE 3293, or MATH 4743. Advanced topics, examples, and simulation techniques used in performance evaluation. No student may earn credit for both 4113 and 5113. (Sp)",Aug 19 - Dec 6,1 out of 20,Lecture,Traditional In-Person,Not Repeatable,None,No Wait List,12:00 pm - 1:15 pm,Carson Engr Ctr 438,TR,1:30 pm - 3:30 pm,Dec 11,"Carson Engr Ctr 438 W"","
"""C S 5173-001 -Computer Security"",",Song Fang,"(Slashlisted with C S 4173) Prerequisite: CS 3113. An introduction to computer security. Topics include applied cryptography, access control, programming and software security, operating system security, network security protocols, and the legal and ethical aspects of security software (F)",Aug 19 - Dec 6,2 out of 35,Lecture,Traditional In-Person,Not Repeatable,None,No Wait List,3:00 pm - 4:15 pm,Felgar Hall 300,TR,4:30 pm - 6:30 pm,Dec 11,"Felgar Hall 300 W"","
"""C S 5473-001 -PDN Programming"",",Richard Veras,"(Slashlisted with C S 4473) Prerequisite: Graduate standing, C S 3113, and C S 4413. Parallel and distributed architectures, algorithms, programming paradigms and network communication protocols and programming. Topics include asynchronous/synchronous computation, GPU architectures, load balancing, memory hierarchies, other parallel and distributed models of computation, concepts about computer networks, including internet protocol stack and internet architecture, and socket programming using TCP and UDP. No student may earn credit for both 4473 and 5473. (Sp)",Aug 19 - Dec 6,19 out of 40,Lecture,Traditional In-Person,Not Repeatable,None,No Wait List,9:00 am - 10:15 am,Dale Hall 206,TR,8:00 am - 10:00 am,Dec 9,"Dale Hall 206 M"","
"""C S 5483-995 -Network Science"",",Sridhar Radhakrishnan,"Prerequisite: C S 4413 or DSA 4413 or permission of instructor. Topics to be covered include fundamental algorithms for network analysis, investigating properties of networks, learning community detection methods, understanding network inference methods, understanding dynamics of networks, percolation, resilience, spreading phenomenon, social influence, and cascades. A variety of application contexts will be used, including physical, informational, biological, cognitive, and social systems. (F)",Aug 19 - Dec 13,2 out of 24,Lecture,Asynchronous Online,Not Repeatable,None,No Wait List,Times not - Online Days,not,"available""",8:00 am - 10:00 am,Dec 9,"Dale Hall 206 M"","
"""C S 5593-996 -Data Mining"",",Gia-Loi Gruenwald,"Tuition waivers cannot be applied to this course.  Prerequisite: graduate standing and permission from the instructor or department. Covers the process, concepts and techniques in data mining, including advanced techniques that deal with Big Data. It provides students with the necessary background to conduct data mining tasks for real world problems. The topics covered include understanding and preprocessing data, classification, association analysis, cluster analysis, anomaly detection, and Big Data mining. (F)",Aug 19 - Dec 6,3 out of 3,Lecture,Asynchronous Online,Not Repeatable,None,No Wait List,Times not - Online Days,not,"available""",,,
"""C S 5703-001 -Machine Learning Practice"",",Andrew Fagg,"(Crosslisted with DSA 5703) Prerequisite: Graduate standing; C S 4013/5013, C S 5593, ISE/DSA 5103; or permission of instructor. Machine learning is the data-driven process of constructing mathematical models that can be predictive of data observed in the future. In this course, we will study the use of a range of supervised, semi-supervised and unsupervised methods to solve both classification and regression problems. (F)",Aug 19 - Dec 6,4 out of 50,Lecture,Traditional In-Person,Not Repeatable,None,No Wait List,3:00 pm - 4:15 pm,Devon Energy Hall 130,TR,4:30 pm - 6:30 pm,Dec 11,"Devon Energy Hall 130 W"","
"""C S 5713-001 -Computational Learning Theory"",",Dimitrios Diochnos,"Prerequisite: Departmental Permission and C S 4413 or DSA 4413. Topics of machine learning theory. Learning using membership queries, equivalence queries, version spaces, decision trees, perceptrons. Probably approximately correct (PAC) learning, Occam algorithms, VC-dimension, sample sizes for distribution-independent learning. Representation issues, proper learning, reductions, intractability, learning in the realizable case, agnostic learning. Noise models, statistical queries, PAC learning under noise. Adversarially robust learning against poisoning attacks and against adversarial examples. (F)",Aug 19 - Dec 6,5 out of 30,Lecture,Traditional In-Person,Not Repeatable,None,No Wait List,10:30 am - 11:45 am,Carson Engr Ctr 441,TR,8:00 am - 10:00 am,Dec 12,"Carson Engr Ctr 441 R"","
"""C S 5723-001 -Neural Data Science"",",Sina Khanmohammadi,"(Slashlisted with C S 4723) Prerequisite: Graduate standing or permission of instructor. This course will introduce the fundamental concepts of neural data analysis and its implementation using computer programming. Topics include statistical modeling, connectivity analysis, time-frequency analysis, and pattern recognition. No student may earn credit for both 4723 and 5723. (F)",Aug 19 - Dec 6,1 out of 10,Lecture,Traditional In-Person,Not Repeatable,None,No Wait List,9:00 am - 10:15 am,Carson Engr Ctr 438,TR,8:00 am - 10:00 am,Dec 9,"Carson Engr Ctr 438 M"","
"""C S 5733-001 -Vision for Autonomous Vehicles"",",Golnaz Habibi,"(Slashlisted with C S 4733) Prerequisite: Graduate standing or permission of instructor. This course delves into the foundational principles of mathematics and the practical implementation of state-of-the-art autonomous navigation algorithms, specifically within the domains of self-driving cars, delivery robots, and autonomous aerial vehicles such as drones. Positioned within the field of robotics, it explores various aspects of autonomous navigation, covering motion planning, computer vision, localization, and mapping. No student may earn credit for both 4733 and 5733. (F)",Aug 19 - Dec 6,5 out of 15,Lecture,Traditional In-Person,Not Repeatable,None,No Wait List,1:30 pm - 2:45 pm,Carson Engr Ctr 438,TR,1:30 pm - 3:30 pm,Dec 10,"Carson Engr Ctr 438 T"","
"""C S 5970-001 -Bioinformatics"",",Marmar Moussa,"Prerequisite: permission of instructor. May be repeated with a change of subject matter; maximum credit six hours. Selected topics of current research interest not covered by regularly scheduled coursework. (F, Sp, Su)",Aug 19 - Dec 6,6 out of 24,Seminar,Traditional In-Person,Max Hours: 6,None,No Wait List,4:30 pm - 5:45 pm,Carson Engr Ctr 121,TR,4:30 pm - 6:30 pm,Dec 9,"Carson Engr Ctr 121 M"","
"""C S 5980-001 -Research for Master's Thesis"",",Dean Hougen,"Variable enrollment, two to nine hours; maximum credit applicable toward degree, six hours. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 20,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",4:30 pm - 6:30 pm,Dec 9,"Carson Engr Ctr 121 M"","
"""C S 5980-002 -Research for Master's Thesis"",",David Ebert,"Variable enrollment, two to nine hours; maximum credit applicable toward degree, six hours. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 20,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 5980-003 -Research for Master's Thesis"",",Deborah Trytten,"Variable enrollment, two to nine hours; maximum credit applicable toward degree, six hours. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 20,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 5980-004 -Research for Master's Thesis"",",Mohammed Atiquzzaman,"Variable enrollment, two to nine hours; maximum credit applicable toward degree, six hours. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 20,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 5980-005 -Research for Master's Thesis"",",Chongle Pan,"Variable enrollment, two to nine hours; maximum credit applicable toward degree, six hours. (F, Sp, Su)",Aug 19 - Dec 13,4 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 20,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 5980-006 -Research for Master's Thesis"",",Dimitrios Diochnos,"Variable enrollment, two to nine hours; maximum credit applicable toward degree, six hours. (F, Sp, Su)",Aug 19 - Dec 13,4 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 20,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 5980-007 -Research for Master's Thesis"",",Shangqing Zhao,"Variable enrollment, two to nine hours; maximum credit applicable toward degree, six hours. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 20,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 5980-008 -Research for Master's Thesis"",",TBD,"Variable enrollment, two to nine hours; maximum credit applicable toward degree, six hours. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 20,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 5980-009 -Research for Master's Thesis"",",Sridhar Radhakrishnan,"Variable enrollment, two to nine hours; maximum credit applicable toward degree, six hours. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 20,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 5980-010 -Research for Master's Thesis"",",Gia-Loi Gruenwald,"Variable enrollment, two to nine hours; maximum credit applicable toward degree, six hours. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 20,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 5980-011 -Research for Master's Thesis"",",Marmar Moussa,"Variable enrollment, two to nine hours; maximum credit applicable toward degree, six hours. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 20,None,No Wait List,Times not available,Location not available,Days not available,,,
"""C S 5980-012 -Research for Master's Thesis"",",Song Fang,"Variable enrollment, two to nine hours; maximum credit applicable toward degree, six hours. (F, Sp, Su)",Aug 19 - Dec 13,4 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 20,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 5980-013 -Research for Master's Thesis"",",Anindya Maiti,"Variable enrollment, two to nine hours; maximum credit applicable toward degree, six hours. (F, Sp, Su)",Aug 19 - Dec 13,3 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 20,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 5980-014 -Research for Master's Thesis"",",Chao Lan,"Variable enrollment, two to nine hours; maximum credit applicable toward degree, six hours. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 20,None,No Wait List,Times not available,Location not available,Days not available,,,
"""C S 5980-015 -Research for Master's Thesis"",",Qi Cheng,"Variable enrollment, two to nine hours; maximum credit applicable toward degree, six hours. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 20,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 5980-016 -Research for Master's Thesis"",",Golnaz Habibi,"Variable enrollment, two to nine hours; maximum credit applicable toward degree, six hours. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 20,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 5980-017 -Research for Master's Thesis"",",Christopher Weaver,"Variable enrollment, two to nine hours; maximum credit applicable toward degree, six hours. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 20,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 5980-018 -Research for Master's Thesis"",",Andrew Fagg,"Variable enrollment, two to nine hours; maximum credit applicable toward degree, six hours. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 20,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 5980-019 -Research for Master's Thesis"",",Amy McGovern,"Variable enrollment, two to nine hours; maximum credit applicable toward degree, six hours. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 20,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 5980-021 -Research for Master's Thesis"",",Ghulam Quadri,"Variable enrollment, two to nine hours; maximum credit applicable toward degree, six hours. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 20,None,No Wait List,Times not available,Location not available,Days not available,,,
"""C S 5980-022 -Research for Master's Thesis"",",Sina Khanmohammadi,"Variable enrollment, two to nine hours; maximum credit applicable toward degree, six hours. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 20,None,No Wait List,Times not available,Location not available,Days not available,,,
"""C S 5980-023 -Research for Master's Thesis"",",Richard Veras,"Variable enrollment, two to nine hours; maximum credit applicable toward degree, six hours. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 20,None,No Wait List,Times not available,Location not available,Days not available,,,
"""C S 5990-002 -Independent Studies"",",David Ebert,"1 to 3 hours. Prerequisite: graduate standing, permission of instructor. May be repeated with change of topic; maximum graduate credit nine hours. Supervised individual reading and research in computer science for graduate students. (F, Sp, Su)",Aug 19 - Dec 13,3 out of 3,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 5990-004 -Independent Studies"",",Mohammed Atiquzzaman,"1 to 3 hours. Prerequisite: graduate standing, permission of instructor. May be repeated with change of topic; maximum graduate credit nine hours. Supervised individual reading and research in computer science for graduate students. (F, Sp, Su)",Aug 19 - Dec 13,1 out of 3,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 5990-005 -Independent Studies"",",Chongle Pan,"1 to 3 hours. Prerequisite: graduate standing, permission of instructor. May be repeated with change of topic; maximum graduate credit nine hours. Supervised individual reading and research in computer science for graduate students. (F, Sp, Su)",Aug 19 - Dec 13,3 out of 3,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 5990-006 -Independent Studies"",",Dimitrios Diochnos,"1 to 3 hours. Prerequisite: graduate standing, permission of instructor. May be repeated with change of topic; maximum graduate credit nine hours. Supervised individual reading and research in computer science for graduate students. (F, Sp, Su)",Aug 19 - Dec 13,2 out of 3,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 5990-007 -Independent Studies"",",Shangqing Zhao,"1 to 3 hours. Prerequisite: graduate standing, permission of instructor. May be repeated with change of topic; maximum graduate credit nine hours. Supervised individual reading and research in computer science for graduate students. (F, Sp, Su)",Aug 19 - Dec 13,2 out of 3,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 5990-008 -Independent Studies"",",TBD,"1 to 3 hours. Prerequisite: graduate standing, permission of instructor. May be repeated with change of topic; maximum graduate credit nine hours. Supervised individual reading and research in computer science for graduate students. (F, Sp, Su)",Aug 19 - Dec 13,3 out of 3,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 5990-009 -Independent Studies"",",Sridhar Radhakrishnan,"1 to 3 hours. Prerequisite: graduate standing, permission of instructor. May be repeated with change of topic; maximum graduate credit nine hours. Supervised individual reading and research in computer science for graduate students. (F, Sp, Su)",Aug 19 - Dec 13,1 out of 3,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 5990-010 -Independent Studies"",",Gia-Loi Gruenwald,"1 to 3 hours. Prerequisite: graduate standing, permission of instructor. May be repeated with change of topic; maximum graduate credit nine hours. Supervised individual reading and research in computer science for graduate students. (F, Sp, Su)",Aug 19 - Dec 13,3 out of 3,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 5990-011 -Independent Studies"",",Marmar Moussa,"1 to 3 hours. Prerequisite: graduate standing, permission of instructor. May be repeated with change of topic; maximum graduate credit nine hours. Supervised individual reading and research in computer science for graduate students. (F, Sp, Su)",Aug 19 - Dec 13,2 out of 3,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not available,Location not available,Days not available,,,
"""C S 5990-012 -Independent Studies"",",Song Fang,"1 to 3 hours. Prerequisite: graduate standing, permission of instructor. May be repeated with change of topic; maximum graduate credit nine hours. Supervised individual reading and research in computer science for graduate students. (F, Sp, Su)",Aug 19 - Dec 13,1 out of 3,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 5990-013 -Independent Studies"",",Anindya Maiti,"1 to 3 hours. Prerequisite: graduate standing, permission of instructor. May be repeated with change of topic; maximum graduate credit nine hours. Supervised individual reading and research in computer science for graduate students. (F, Sp, Su)",Aug 19 - Dec 13,1 out of 3,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 5990-014 -Independent Studies"",",Chao Lan,"1 to 3 hours. Prerequisite: graduate standing, permission of instructor. May be repeated with change of topic; maximum graduate credit nine hours. Supervised individual reading and research in computer science for graduate students. (F, Sp, Su)",Aug 19 - Dec 13,3 out of 3,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 5990-016 -Independent Studies"",",Golnaz Habibi,"1 to 3 hours. Prerequisite: graduate standing, permission of instructor. May be repeated with change of topic; maximum graduate credit nine hours. Supervised individual reading and research in computer science for graduate students. (F, Sp, Su)",Aug 19 - Dec 13,3 out of 3,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 5990-017 -Independent Studies"",",Christopher Weaver,"1 to 3 hours. Prerequisite: graduate standing, permission of instructor. May be repeated with change of topic; maximum graduate credit nine hours. Supervised individual reading and research in computer science for graduate students. (F, Sp, Su)",Aug 19 - Dec 13,3 out of 3,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 5990-018 -Independent Studies"",",Andrew Fagg,"1 to 3 hours. Prerequisite: graduate standing, permission of instructor. May be repeated with change of topic; maximum graduate credit nine hours. Supervised individual reading and research in computer science for graduate students. (F, Sp, Su)",Aug 19 - Dec 13,3 out of 3,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 5990-021 -Independent Studies"",",Ghulam Quadri,"1 to 3 hours. Prerequisite: graduate standing, permission of instructor. May be repeated with change of topic; maximum graduate credit nine hours. Supervised individual reading and research in computer science for graduate students. (F, Sp, Su)",Aug 19 - Dec 13,3 out of 3,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not available,Location not available,Days not available,,,
"""C S 5990-022 -Independent Studies"",",Sina Khanmohammadi,"1 to 3 hours. Prerequisite: graduate standing, permission of instructor. May be repeated with change of topic; maximum graduate credit nine hours. Supervised individual reading and research in computer science for graduate students. (F, Sp, Su)",Aug 19 - Dec 13,3 out of 3,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not available,Location not available,Days not available,,,
"""C S 5990-099 -Independent Studies"",",Sanjana Mudduluru,"1 to 3 hours. Prerequisite: graduate standing, permission of instructor. May be repeated with change of topic; maximum graduate credit nine hours. Supervised individual reading and research in computer science for graduate students. (F, Sp, Su)",Aug 19 - Dec 13,2 out of 3,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not available,Location not available,Days not available,,,
"""C S 6980-002 -Research Doctoral Dissertation"",",David Ebert,"2 to 16 hours. Prerequisites: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 6980-003 -Research Doctoral Dissertation"",",Deborah Trytten,"2 to 16 hours. Prerequisites: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Aug 19 - Dec 13,4 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 6980-004 -Research Doctoral Dissertation"",",Mohammed Atiquzzaman,"2 to 16 hours. Prerequisites: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Aug 19 - Dec 13,4 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 6980-005 -Research Doctoral Dissertation"",",Chongle Pan,"2 to 16 hours. Prerequisites: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Aug 19 - Dec 13,2 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 6980-006 -Research Doctoral Dissertation"",",Dimitrios Diochnos,"2 to 16 hours. Prerequisites: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Aug 19 - Dec 13,3 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 6980-007 -Research Doctoral Dissertation"",",Shangqing Zhao,"2 to 16 hours. Prerequisites: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Aug 19 - Dec 13,4 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 6980-009 -Research Doctoral Dissertation"",",Sridhar Radhakrishnan,"2 to 16 hours. Prerequisites: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Aug 19 - Dec 13,4 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 6980-010 -Research Doctoral Dissertation"",",Gia-Loi Gruenwald,"2 to 16 hours. Prerequisites: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Aug 19 - Dec 13,3 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 6980-011 -Research Doctoral Dissertation"",",Marmar Moussa,"2 to 16 hours. Prerequisites: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not available,Location not available,Days not available,,,
"""C S 6980-012 -Research Doctoral Dissertation"",",Song Fang,"2 to 16 hours. Prerequisites: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Aug 19 - Dec 13,3 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 6980-013 -Research Doctoral Dissertation"",",Anindya Maiti,"2 to 16 hours. Prerequisites: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Aug 19 - Dec 13,4 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
